,FID,NomeEstaca,CodEstacao,Bacia,SubBacia,Operadora,Responsave,Municipio_,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEsta,COMID,new_COMID,watershed,subbasin,RT2y,RT5y,RT10y,RT25y,RT50y,RT100y
234,234,TERESINA - CHESF,34690000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TERESINA-PI,-5.135,-42.8111,49,34001000,RIO PARNAIBA,RHN,Ativo,149260,9043282,south_america,geoglows,532.2517641013037,612.5627112901612,665.7355464152793,732.919564554319,782.7605071475236,832.2334320441948
235,235,CROATA,34730000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CROATA-CE,-4.4156,-40.9108,580,34746000,RIO MACABIRA,RHN,Ativo,147964,9040200,south_america,geoglows,149.80645398116792,207.26242287898327,245.30327369815174,293.3679895525115,329.02514150638956,364.4190066473734
236,236,BEBEDOURO,34742000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BURITI DOS MONTES-PI,-5.0586,-41.1567,0,34700000,RIO POTI,RHN,Ativo,149012,9042917,south_america,geoglows,,,,,,
237,237,FAZENDA BOA ESPERANCA,34750000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CASTELO DO PIAUI-PI,-5.2231,-41.7375,180,34700000,RIO POTI,RHN,Ativo,149603,9043939,south_america,geoglows,436.43163779560854,607.3496447646705,720.5122374446959,863.4934732841253,969.5651219406594,1074.8535541936703
238,238,PRATA DO PIAUI,34770000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PRATA DO PIAUI-PI,-5.6664,-42.2136,80,34700000,RIO POTI,RHN,Ativo,150273,9045723,south_america,geoglows,703.6857171518386,955.1484056714942,1121.6385859620045,1331.9993701159758,1488.0570168197107,1642.962358356686
239,239,FAZENDA CANTINHO II,34789000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TERESINA-PI,-5.2025,-42.6967,60,34700000,RIO POTI,RHN,Ativo,149388,9043782,south_america,geoglows,639.6599507443411,836.603531233784,966.9973181441749,1131.7502135726816,1253.9733230348538,1375.2939562422225
240,240,COELHO NETO,34820000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COELHO NETO-MA,-4.2881,-42.9856,42,34001000,RIO PARNAIBA,RHN,Ativo,147683,9039827,south_america,geoglows,588.8691893170289,692.4861278607016,761.0895571839284,847.7701719979909,912.0748037625046,975.9046202200216
241,241,LUZILANDIA,34879500,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,LUZILANDIA-PI,-3.4539,-42.37,22,34001000,RIO PARNAIBA,RHN,Ativo,146430,9036004,south_america,geoglows,508.2242490789979,613.6606473637167,683.468717351932,771.671398839648,837.1051866118836,902.055821566406
242,242,FAZENDA ALEGRIA,34930000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARRAS-PI,-4.4097,-42.1814,53,34840000,RIO LONGA,RHN,Ativo,147957,9040112,south_america,geoglows,467.7041018870691,579.5215730511328,653.5544685209463,747.0952282044568,816.4891073240724,885.3705929330847
243,243,PEDRA BRANCA,34933000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARRAS-PI,-4.3931,-42.4072,0,34844000,RIO MARATASA,RHN,Ativo,148036,9040170,south_america,geoglows,,,,,,
244,244,PEDRINHAS,34936000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARRAS-PI,-4.2378,-42.3053,102,34844000,RIO MARATASA,RHN,Ativo,147502,9039418,south_america,geoglows,,,,,,
245,245,ESPERANTINA,34940000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ESPERANTINA-PI,-3.9028,-42.2297,56,34840000,RIO LONGA,RHN,Ativo,146772,9037838,south_america,geoglows,683.2239674909027,809.6698105907174,893.3879611386394,999.1660662884533,1077.6383073425545,1155.5311216865662
246,246,PIRACURUCA,34976000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIRACURUCA-PI,-3.9372,-41.7169,76,34846000,RIO PIRACURUCA,RHN,Ativo,146935,9037949,south_america,geoglows,420.095871210539,579.5772424147028,685.1677870838522,818.5817201884296,917.555797136872,1015.7990650371718
247,247,SANGRADOURO,34979000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO JOAO DA FRONTEIRA-PI,-4.0394,-41.2675,0,34846230,RIACHO _ RIO JABURU,RHN,Ativo,147037,9038399,south_america,geoglows,,,,,,
248,248,TINGUIS,34980000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO JOSE DO DIVINO-PI,-3.7239,-41.9742,48,34840000,RIO LONGA,RHN,Ativo,146436,9037033,south_america,geoglows,432.1244588324945,608.2828010143057,724.9149515817833,872.2799830096283,981.6037816612757,1090.1203505443282
249,249,CHAVAL RETIRO,35050000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CHAVAL-CE,-3.0786,-41.255,0,35130000,RIO UBATUBA,RHN,Ativo,145407,9034350,south_america,geoglows,422.5934303927613,515.9007279627058,577.6782778898637,655.7343759919374,713.6408485774816,771.1197488590822
250,250,GRANJA,35170000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GRANJA-CE,-3.1217,-40.8217,9,35150000,RIO COREAU,CotaOnline,Ativo,145520,9034666,south_america,geoglows,258.1185033267758,329.8263760598198,377.30322731698067,437.29035473909624,481.7922326706808,525.9655157211157
251,251,PESQUEIRO,35205000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas, ,-3.00277,-40.5725,0,0, ,CotaOnline,Ativo,145126,9034073,south_america,geoglows,391.77207613794985,443.2219068163556,477.28617152294436,520.3264602823343,552.2562051929796,583.9501858792436
252,252,VARZEA DO GROSSO,35235000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SANTA QUITERIA-CE,-4.1442,-40.43,180,35200000,RIO ACARAU,RHN,Ativo,147351,9039100,south_america,geoglows,242.94739136461206,354.7382895858885,428.75359145538863,522.2721215782634,591.6495095399191,660.5146257590932
253,253,SIARAO,35255000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GROAIRAS-CE,-3.9039,-40.4053,0,35200000,RIO ACARAU,RHN,Ativo,146778,9037864,south_america,geoglows,,,,,,
254,254,GROAIRAS,35260000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GROAIRAS-CE,-3.9092,-40.3797,80,35250000,RIO GROAIRAS,RHN,Ativo,147200,9038234,south_america,geoglows,,,,,,
255,255,SOBRAL,35275000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SOBRAL-CE,-3.6883,-40.3389,75,35200000,RIO ACARAU,RHN,Ativo,146349,9036859,south_america,geoglows,292.03762750306424,443.1031148831552,543.121612170554,669.4952486370785,763.2464313571624,856.3053700602435
256,256,SANTANA DO ACARAU,35283000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SANTANA DO ACARAU-CE,-3.4553,-40.2128,0,35200000,RIO ACARAU,RHN,Ativo,145965,9036005,south_america,geoglows,,,,,,
257,257,VILA NOVA,35301000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ITAREMA-CE,-3.0247,-39.8706,0,35320000,RIO ARACATI-MIRIM,CotaOnline,Ativo,145905,9034214,south_america,geoglows,311.962649452996,421.74186580245424,494.42525923059543,586.2609195069924,654.3898584813227,722.0157440645236
258,258,AMONTADA,35370000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,AMONTADA-CE,-3.3642,-39.8339,33,35400000,RIO ARACATIACU,CotaOnline,Ativo,145830,9035702,south_america,geoglows,,,,,,
259,259,BETANIA,35370600,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ITAPIPOCA-CE,-3.2844,-39.6528,0,35530000,RIO CRUXATI,CotaOnline,Ativo,145647,9035280,south_america,geoglows,,,,,,
260,260,BARRENTO,35390000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ITAPIPOCA-CE,-3.3042,-39.51,0,35500000,RIO MUNDAU,CotaOnline,Ativo,146107,9035575,south_america,geoglows,,,,,,
261,261,SAO LUIS DO CURU,35570000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO LUIS DO CURU-CE,-3.4075,-39.0847,35,35600000,RIO CURU,RHN,Ativo,146158,9035768,south_america,geoglows,217.74696056090926,352.1406869679201,441.12102783335155,553.5479243991349,636.9526187428221,719.7414659155811
262,262,UMARITUBA NOVA,35668000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO GONCALO DO AMARANTE-CE,-3.6706,-38.9825,80,35710000,RIO SAO GONCALO,CotaOnline,Ativo,146939,9037499,south_america,geoglows,,,,,,
263,263,CAMPO GRANDE,35669100,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CAUCAIA-CE,-3.7619,-38.6844,0,35730000,RIO CEARA,CotaOnline,Ativo,146718,9037805,south_america,geoglows,,,,,,
264,264,ITAPEIM,35900000,3,35,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BEBERIBE-CE,-4.3531,-38.1178,0,35900000,RIO PIRANGI,CotaOnline,Ativo,147707,9039903,south_america,geoglows,276.2540228879079,385.58348248516006,457.96909780871465,549.4285146605719,617.2783347693893,684.6271624569671
265,265,MALHADA,36045000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SABOEIRO-CE,-6.6461,-39.9617,320,36109800,RIACHO CONCEICAO,RHN,Ativo,152193,9050331,south_america,geoglows,,,,,,
266,266,SITIO PATOS,36070000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JUCAS-CE,-6.5206,-39.6386,0,36001000,RIO JAGUARIBE,RHN,Ativo,152006,9049871,south_america,geoglows,470.71454929327814,673.144002830295,807.1699150397442,976.5120104121886,1102.1396505542791,1226.8396759214372
267,267,SITIO POCO DANTAS,36125000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARIUS-CE,-6.5578,-39.5086,230,36113000,RIO DOS BASTIOES,RHN,Ativo,152142,9050192,south_america,geoglows,,,,,,
268,268,CARIUS,36130000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARIUS-CE,-6.5344,-39.4997,230,36110000,RIO CARIUS,RHN,Ativo,151973,9049765,south_america,geoglows,454.6538982126001,626.1069139832875,739.6237290426408,883.0525257973763,989.456200708139,1095.0742075856356
269,269,IGUATU,36160000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,IGUATU-CE,-6.3744,-39.2933,213,36001000,RIO JAGUARIBE,RHN,Ativo,151814,9049234,south_america,geoglows,,,,,,
270,270,SITIO LAPINHA,36210000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MISSAO VELHA-CE,-7.2222,-39.1439,350,36300000,RIO SALGADO,RHN,Ativo,153263,9052842,south_america,geoglows,510.88163464425907,665.3836465956774,767.6774221711644,896.925878786334,992.8097673189502,1087.9856642696166
271,271,SITIO SANTA CRUZ,36260000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,AURORA-CE,-7.0142,-38.9581,0,36300000,RIO SALGADO,RHN,Ativo,153116,9052183,south_america,geoglows,452.21084272741075,524.2588862560248,571.9609601790906,632.2326570366308,676.9456448316566,721.3284789434397
272,272,LAVRAS DA MANGABEIRA,36270000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,LAVRAS DA MANGABEIRA-CE,-6.75,-38.9667,247,36300000,RIO SALGADO,RHN,Ativo,152400,9050809,south_america,geoglows,608.244838301276,738.1787543323936,824.2063126680786,932.9023606798524,1013.5392984386402,1093.5808257066658
273,273,ICO,36290000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ICO-CE,-6.4067,-38.8672,160,36300000,RIO SALGADO,RHN,Ativo,151738,9049174,south_america,geoglows,421.5464839858858,551.3389672858416,637.2728848470292,745.8506174919889,826.3997821528196,906.3541844256652
274,274,JAGUARIBE,36320000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JAGUARIBE-CE,-5.8997,-38.6331,125,36001000,RIO JAGUARIBE,RHN,Ativo,151298,9047348,south_america,geoglows,428.7226395130989,530.5123736000356,597.9060345825975,683.0581038911961,746.2287732804429,808.9330003628729
275,275,PEIXE GORDO,36390000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TABULEIRO DO NORTE-CE,-5.2275,-38.1978,50,36001000,RIO JAGUARIBE,RHN,Ativo,149334,9043665,south_america,geoglows,412.9507685049317,544.753046597413,632.017623189268,742.2766470469844,824.0730895744655,905.2655600099804
276,276,SENADOR POMPEU,36470000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SENADOR POMPEU-CE,-5.58,-39.3681,173,0, ,RHN,Ativo,150104,9045366,south_america,geoglows,191.7910138287765,314.68159689824085,396.04585595268827,498.8498129604518,575.1156610223261,650.8183740336261
277,277,QUIXERAMOBIM,36520000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,QUIXERAMOBIM-CE,-5.2014,-39.2922,187,36540000,RIO QUIXERAMOBIM,RHN,Ativo,149475,9044011,south_america,geoglows,175.3379167462026,296.53688804580145,376.781152916601,478.16999430427836,553.3860287596267,628.046679823281
278,278,MORADA NOVA II,36580000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MORADA NOVA-CE,-5.1219,-38.4464,50,36500000,RIO BANABUIU,RHN,Ativo,149185,9043385,south_america,geoglows,264.5771247893688,406.461618007693,500.40149829534073,619.0947860685785,707.1482473822754,794.5515357594581
279,279,QUIXERE,36615000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,QUIXERE-CE,-5.0839,-37.9983,0,36001000,RIO JAGUARIBE,RHN,Ativo,149386,9043586,south_america,geoglows,,,,,,
280,280,PASSAGEM RUSSAS,36628000,3,36,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RUSSAS-CE,-4.9344,-37.8878,0,36001000,RIO JAGUARIBE,RHN,Ativo,148858,9042538,south_america,geoglows,,,,,,
281,281,PAU DOS FERROS,37030000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PAU DOS FERROS-RN,-6.1114,-38.2008,175,37120000,RIO APODI,RHN,Ativo,151239,9047885,south_america,geoglows,234.5346418485691,348.1915742832967,423.44235317109604,518.521911781778,589.0573598506178,659.0719852429261
282,282,PEDRA DE ABELHAS,37080000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,FELIPE GUERRA-RN,-5.5933,-37.6842,70,37120000,RIO APODI,RHN,Ativo,150137,9045439,south_america,geoglows,,,,,,
283,283,GOVERNADOR DIX-SEPT ROSADO,37084000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GOVERNADOR DIX-SEPT ROSADO-RN,-5.45,-37.515,6,37120000,RIO APODI,RHN,Ativo,149901,9044911,south_america,geoglows,260.7358785821731,395.19954650523266,484.22619474010037,596.711600789925,680.1597008112725,762.9916331609812
284,284,ACUDE SAO GONCALO,37230000,3,37,00284 - AESA-PB - Agencia Executiva de Gestao das Aguas do Esta...,00284 - AESA-PB - Agencia Executiva de Gestao das Aguas do Esta...,SOUSA-PB,-6.8456,-38.3103,250,37200000,RIO PIRANHAS-ACU,GDH,Ativo,152799,9051377,south_america,geoglows,,,,,,
285,285,APARECIDA,37290000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SOUSA-PB,-6.7853,-38.0869,170,37220100,RIO DO PEIXE,CotaOnline,Ativo,152450,9050932,south_america,geoglows,467.3184474272018,575.2442371822616,646.7005009329417,736.9856796088089,803.9643827594363,870.448525679703
286,286,SAO DOMINGOS DO POMBAL,37297000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,POMBAL-PB,-6.8022,-37.9347,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,152509,9051075,south_america,geoglows,521.5279260647226,582.5425261487011,622.9395004598263,673.9811845922355,711.846821676327,749.4328648399905
287,287,POMBINHO,37320000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,DIAMANTE-PB,-7.4364,-38.3189,0,37220000,RIO PIANCO,RHN,Ativo,153671,9053791,south_america,geoglows,303.8329861873683,387.51745075318325,442.92384792127973,512.929977622681,564.864523788095,616.4155934168332
288,288,PIANCO,37340000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIANCO-PB,-7.2044,-37.9281,249,37220000,RIO PIANCO,RHN,Ativo,153389,9052973,south_america,geoglows,316.5375014752746,430.5340474447767,506.0096800433455,601.3733419136603,672.1195540101085,742.3433871815291
289,289,ACUDE COREMAS JUSANTE,37369100,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COREMAS-PB,-7.0217,-37.9486,210,37220000,RIO PIANCO,CotaOnline,Ativo,152942,9052061,south_america,geoglows,,,,,,
290,290,PAU FERRADO,37380000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,POMBAL-PB,-6.9658,-37.9242,170,37220000,RIO PIANCO,RHN,Ativo,152942,9051763,south_america,geoglows,213.5449150741277,367.5606729460671,469.53250601057545,598.3741874096706,693.956306849662,788.8326629233147
291,291,SITIO VASSOURAS,37410000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,POMBAL-PB,-6.7258,-37.7975,175,37200000,RIO PIRANHAS-ACU,RHN,Ativo,152314,9050615,south_america,geoglows,427.41740759946197,581.670869786375,683.8000837907308,812.840616424532,908.5702550699551,1003.5930410903826
292,292,SITIO CURRALINHO,37412000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PAULISTA-PB,-6.5803,-37.6058,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,152046,9049963,south_america,geoglows,440.83903254705024,626.618473922192,749.6206293151182,905.0341787264729,1020.3288277959429,1134.772159274582
293,293,DIVISA PB-RN,37413000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JARDIM DE PIRANHAS-RN,-6.44,-37.3894,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,151951,9049462,south_america,geoglows,,,,,,
294,294,BARRA DE SAO PEDRO,37450000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SERRA NEGRA DO NORTE-RN,-6.4411,-37.3811,0,37234000,RIO ESPINHARAS,CotaOnline,Ativo,152447,9049884,south_america,geoglows,,,,,,
295,295,JARDIM DE PIRANHAS,37470000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JARDIM DE PIRANHAS-RN,-6.3781,-37.3525,115,37200000,RIO PIRANHAS-ACU,RHN,Ativo,151723,9049132,south_america,geoglows,491.9151829596576,604.0288712577566,678.2578882450048,772.046447985702,841.6241593435036,910.6881198023116
296,296,SAO FERNANDO,37570000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO FERNANDO-RN,-6.3703,-37.1803,135,37240000,RIO SERIDO,RHN,Ativo,151710,9049098,south_america,geoglows,271.8139490565574,374.6070824754627,442.66508112444444,528.6565428356896,592.4499214601432,655.7722597905342
297,297,JUCURUTU,37604000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JUCURUTU-RN,-6.0342,-37.0156,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,151002,9047396,south_america,geoglows,,,,,,
298,298,ACUDE ARMANDO RIBEIRO GONCALVES JUSANTE,37610500,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ACU-RN,-5.6625,-36.8819,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,150331,9045852,south_america,geoglows,,,,,,
299,299,DIBA - SITIO CANTO ALEGRE,37730000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,AFONSO BEZERRA-RN,-5.4133,-36.8444,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,149788,9044657,south_america,geoglows,273.9727084224084,454.1409447645054,573.4279941784957,724.1474973369102,835.9598347450194,946.9465674049843
300,300,ALTO RODRIGUES,37750000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO DO RODRIGUES-RN,-5.2897,-36.7653,0,37200000,RIO PIRANHAS-ACU,RHN,Ativo,149788,9044657,south_america,geoglows,242.14351258903164,379.0525285661762,469.69820998960336,584.2292687651465,669.1949508378854,753.5332596513341
301,301,PENDENCIAS,37761000,3,37,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PENDENCIAS-RN,-5.2572,-36.7233,20,37200000,RIO PIRANHAS-ACU,CotaOnline,Ativo,149402,9043813,south_america,geoglows,300.4745162154756,425.58244670604466,508.41478269102873,613.0736587923217,690.7155918014272,767.7842289647134
302,302,SITIO CHOAR,38580000,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,VARZEA-RN,-6.3172,-35.3367,0,38320000,RIO JACU,CotaOnline,Ativo,151556,9048716,south_america,geoglows,,,,,,
303,303,ACUDE ALGODAO DE JANDAIRA,38596000,3,38,00284 - AESA-PB - Agencia Executiva de Gestao das Aguas do Esta...,00001 - ANA - Agencia Nacional de Aguas,ALGODAO DE JANDAIRA-PB,-6.905,-36.0033,0,38541500,RIACHO DO CAGADO,GDH,Ativo,0,9051473,south_america,geoglows,,,,,,
304,304,SITIO CONCEICAO,38812000,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SUME-PB,-7.7872,-36.7342,0,38612000,RIO MONTEIRO,RHN,Ativo,154564,9055785,south_america,geoglows,,,,,,
305,305,CARAUBAS,38830000,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CARAUBAS-PB,-7.7211,-36.5053,493,38600000,RIO PARAIBA,RHN,Ativo,154262,9055102,south_america,geoglows,,,,,,
306,306,BARRA DE JOAO LEITE,38865000,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,AROEIRAS-PB,-7.4597,-35.825,0,38644000,RIO PARAIBINHA,RHN,Ativo,153754,9053989,south_america,geoglows,,,,,,
307,307,TIMBAUBA,39081250,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TIMBAUBA-PE,-7.5128,-35.3269,111,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo,153864,9054211,south_america,geoglows,,,,,,
308,308,VICENCIA,39082800,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,VICENCIA-PE,-7.6506,-35.3206,71,39224000,RIO SIRIJI,RHN,Ativo,154096,9054875,south_america,geoglows,,,,,,
309,309,CARICE,39084000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ITAMBE _EX-TAMBE-PE,-7.5428,-35.0686,0,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo,153912,9054337,south_america,geoglows,574.6695196830806,714.6741921382815,807.36946751214,924.4901936774212,1011.3770389565692,1097.6223254088773
310,310,NAZARE DA MATA,39084010,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,NAZARE DA MATA-PE,-7.7542,-35.2331,75,39210000,RIO TRACUNHAEM,RHN,Ativo,154440,9055518,south_america,geoglows,368.67293409181974,490.4607406869497,571.0948657596406,672.9762965459071,748.5577619566691,823.5811456909247
311,311,TORITAMA,39130000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TORITAMA-PE,-8.0128,-36.0578,376,39400000,RIO CAPIBARIBE,RHN,Ativo,154815,9056430,south_america,geoglows,,,,,,
312,312,LIMOEIRO,39145000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,LIMOEIRO-PE,-7.8789,-35.4519,134,39400000,RIO CAPIBARIBE,RHN,Ativo,154615,9055937,south_america,geoglows,,,,,,
313,313,ACUDE CARPINA,39145550,3,39,00230 - APAC-PE - APAC-PE,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,LAGOA DO CARRO-PE,-7.8969,-35.3339,0,39400000,RIO CAPIBARIBE,GDH,Ativo,154703,9056160,south_america,geoglows,,,,,,
314,314,PAUDALHO,39150000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PAUDALHO-PE,-7.8942,-35.1733,64,39400000,RIO CAPIBARIBE,RHN,Ativo,154703,9056160,south_america,geoglows,260.4470511249649,337.1952959300569,388.00931207615884,452.212956182104,499.8428870614464,547.1211260076863
