,FID,NomeEstaca,CodEstacao,Bacia,SubBacia,Operadora,Responsave,Municipio_,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEsta,COMID,new_COMID,watershed,subbasin,RT2y,RT5y,RT10y,RT25y,RT50y,RT100y
169,169,XAVANTINA,26100000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,NOVA XAVANTINA-MT,-14.6725,-52.355,266,26200000,RIO DAS MORTES,RHN,Ativo,166288,9082470,south_america,geoglows,1360.7400063282826,1673.5618154122644,1880.6770725496067,2142.3677489945408,2336.50484205849,2529.208457301119
170,170,TRECHO MEDIO,26200000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COCALINHO-MT,-14.0867,-51.6964,232,26200000,RIO DAS MORTES,RHN,Ativo,165361,9080390,south_america,geoglows,1970.987060075474,2439.7807562829844,2750.1629742578093,3142.331729476309,3433.264915033066,3722.049895615699
171,171,SAO FELIX DO ARAGUAIA,26350000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO FELIX DO ARAGUAIA-MT,-11.6181,-50.6625,226,24001000,RIO ARAGUAIA,RHN,Ativo,161603,9072023,south_america,geoglows,6907.395459173156,8629.241215553126,9769.25292901949,11209.660751096708,12278.237557895887,13338.92416128907
172,172,BARREIRA DO PEQUI,26710000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SANDOLANDIA-TO,-12.0986,-49.9481,108,26600000,RIO JAVAES,RHN,Ativo,162161,9073341,south_america,geoglows,574.8354952900523,693.8337826484695,772.6210032623787,872.1688653689258,946.0191562262028,1019.324148128132
173,173,FAZENDA COBRAPE,26711000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,FORMOSO DO ARAGUAIA-TO,-11.4644,-50.0078,0,26600000,RIO JAVAES,RHN,Ativo,161400,9071553,south_america,geoglows,1633.405983622422,2373.044016460388,2862.7487522279216,3481.491984052287,3940.5110595929928,4396.140810332518
174,174,PROJETO RIO FORMOSO,26730000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,FORMOSO DO ARAGUAIA-TO,-11.8392,-49.7711,192,26650000,RIO FORMOSO,RHN,Ativo,162150,9072577,south_america,geoglows,417.11248247425436,627.534511843486,766.8522047108319,942.8804789727673,1073.4683085680902,1203.091898128163
175,175,BARREIRA DA CRUZ,26800000,2,26,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIUM-TO,-10.5647,-49.9342,220,26600000,RIO JAVAES,RHN,Ativo,159519,9067302,south_america,geoglows,1624.4044818710056,2200.8671216133916,2582.5355487922075,3064.774618316027,3422.5271083590496,3777.6380101723053
176,176,RIO DO COCO,27110000,2,27,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CASEARA-TO,-9.5003,-49.9831,172,27100000,RIO DO COCO,RHN,Ativo,158294,9063166,south_america,geoglows,280.02786310314497,337.99820602401326,376.3796172036033,424.8746319761638,460.8510042487131,496.5617326356434
177,177,CONCEICAO DO ARAGUAIA,27500000,2,27,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CONCEICAO DO ARAGUAIA-PA,-8.2694,-49.2594,142,24001000,RIO ARAGUAIA,RHN,Ativo,155374,9057758,south_america,geoglows,12658.510498321588,16480.5708072551,19011.107300210017,22208.44686738075,24580.41600874023,26934.870902289917
178,178,PONTE RIO LONTRA,28200000,2,28,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ARAGUAINA-TO,-7.2075,-48.2958,194,28300000,RIBEIRAO LONTRA,RHN,Ativo,153232,9052780,south_america,geoglows,110.87591492015967,154.56297920041033,183.4876170908285,220.03397374310035,247.14614884592007,274.0581319036016
179,179,XAMBIOA,28300000,2,28,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,XAMBIOA-TO,-6.4097,-48.5422,118,24001000,RIO ARAGUAIA,RHN,Ativo,151735,9049167,south_america,geoglows,14791.311478071018,18781.581242799435,21423.487031878278,24761.54199993586,27237.901864146526,29695.976675836162
180,180,ARAGUATINS,28850000,2,28,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ARAGUATINS-TO,-5.6514,-48.1325,98,24001000,RIO ARAGUAIA,RHN,Ativo,150220,9045585,south_america,geoglows,15748.795126846519,19736.917855971184,22377.402120660605,25713.660988883777,28188.688403633714,30645.440604460287
181,181,MARABA,29050000,2,29,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MARABA-PA,-5.3386,-49.1244,70,20001000,RIO TOCANTINS,RHN,Ativo,149580,9044240,south_america,geoglows,27042.56763325707,33046.23463418137,37021.18458509604,42043.54438546476,45769.417791466636,49467.77993309208
182,182,PARAUAPEBAS,29070100,2,29,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PARAUAPEBAS-PA,-6.0914,-49.9044,0,29340000,RIO PARAUAPEBAS,RHN,Ativo,151231,9047944,south_america,geoglows,583.5060809329108,758.0072462036456,873.5422014602697,1019.520923704243,1127.8162790093374,1235.3119984100726
183,183,FAZENDA ALEGRIA,29100000,2,29,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MARABA-PA,-5.4867,-49.2214,0,29300000,RIO ITACAIUNAS,RHN,Ativo,150173,9045118,south_america,geoglows,2140.79638117416,2759.1463626775626,3168.5478548400406,3685.827725489646,4069.5754835399466,4450.489708382015
184,184,UHE TUCURUI BARRAMENTO,29680080,2,29,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,TUCURUI-PA,-3.8322,-49.6456,0,20001000,RIO TOCANTINS,Setor Eletrico,Ativo,146628,9037476,south_america,geoglows,29050.633152692546,34185.63911601756,37585.45987535062,41881.14241751805,45067.92512140022,48231.177122028894
185,185,ESTIRAO DO CRICOU,30050000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,OIAPOQUE-AP,3.7217,-51.9308,0,30100000,RIO OIAPOQUE,RHN,Ativo,136033,9013167,south_america,geoglows,1578.2009957773037,2254.623251575057,2702.4736423557115,3268.3337983354377,3688.121187229031,4104.808931937415
186,186,PONTE CASSIPORE,30055000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,OIAPOQUE-AP,2.9567,-51.4219,0,30300000,RIO CACIPORE,RHN,Ativo,136926,9015169,south_america,geoglows,771.5766043539651,958.5130982032767,1082.2813230125612,1238.6628031622952,1354.6755185472675,1469.8316142524513
187,187,CUNANI,30070000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CALCOENE-AP,2.6978,-51.3611,0,30401000,RIO CUNANI,RHN,Ativo,137336,9016301,south_america,geoglows,101.8149903660918,130.17437739682663,148.95075924286084,172.67476748054833,190.27459204311344,207.74446226376796
188,188,TARTARUGAL GRANDE,30075000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TARTARUGALZINHO-AP,1.3978,-50.925,0,30701000,RIO TARTARUGAL GRANDE,RHN,Ativo,138796,9019546,south_america,geoglows,335.7488403881111,427.53695184546416,488.30866837734106,565.0938933180649,622.0575595929326,678.6006150976615
189,189,CAPIVARA,30080000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PORTO GRANDE-AP,0.9861,-51.7064,0,30800000,RIO ARAGUARI,RHN,Ativo,139278,9020625,south_america,geoglows,1103.911639681986,1325.629194021066,1472.4255072745098,1657.9030382197182,1795.5008662186017,1932.0826934543886
190,190,SERRA DO NAVIO,30300000,3,30,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SERRA DO NAVIO-AP,0.9006,-52.0156,0,30860000,RIO AMAPARI,RHN,Ativo,139374,9020860,south_america,geoglows,908.0016444406884,1065.6043251622953,1169.951013261739,1301.7933302930937,1399.601492658667,1496.6874549063627
191,191,FAZENDA MARINGA,31680000,3,31,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TOME-ACU-PA,-3.1372,-48.0847,0,31650000,RIO CAPIM,RHN,Ativo,145385,9034664,south_america,geoglows,929.812281878846,1161.895034761913,1315.5540113571608,1509.7025356273064,1653.733001811656,1796.6999696422845
192,192,BADAJOS,31700000,3,31,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO DOMINGOS DO CAPIM-PA,-2.5128,-47.7681,0,31650000,RIO CAPIM,RHN,Ativo,144272,9032127,south_america,geoglows,1104.0890626419805,1372.8692042347157,1550.8250453009164,1775.67272223985,1942.4775735861372,2108.050764093582
193,193,CAFEZAL,32550000,3,32,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PARAGOMINAS-PA,-2.7717,-46.8028,0,32360000,RIO URAIM,RHN,Ativo,144739,9033232,south_america,geoglows,210.5337007719473,280.4690064704471,326.7722641145929,385.2765528955274,428.6783764148091,471.7597276820452
194,194,ALTO BONITO,32620000,3,32,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,VISEU-PA,-1.8006,-46.3161,0,32300000,RIO GURUPI,RHN,Ativo,143158,9029542,south_america,geoglows,1518.9733108783016,1970.4689238317246,2269.398305536455,2647.096371766811,2927.294373583148,3205.423437336991
195,195,BARRA DO CORDA,33250000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARRA DO CORDA-MA,-5.5006,-45.2436,85,33200000,RIO MEARIM,RHN,Ativo,149887,9044929,south_america,geoglows,156.75049992939273,198.83524262706777,226.69900420721956,261.9049408291413,288.0227157809429,313.94764118222975
196,196,SANTA VITORIA,33260000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARRA DO CORDA-MA,-5.1019,-44.9614,60,33200000,RIO MEARIM,RHN,Ativo,149299,9043399,south_america,geoglows,149.39996010740174,188.601493148843,214.5563190602179,247.3503104041497,271.67876656454683,295.8275852235139
197,197,JOSELANDIA,33273000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JOSELANDIA-MA,-4.9253,-44.6181,0,33250000,RIO FLORES,RHN,Ativo,148794,9042351,south_america,geoglows,51.55503892607807,62.269647027102266,69.3636498987937,78.32694133301284,84.97642295369435,91.57680584586352
198,198,PEDREIRAS II,33281000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PEDREIRAS-MA,-4.57,-44.6106,22,33200000,RIO MEARIM,RHN,Ativo,148367,9040756,south_america,geoglows,304.2602358329281,450.94141317296794,548.0571157224485,670.7630633424537,761.7933449567004,852.1514732606076
199,199,SAO LUIZ GONZAGA,33286000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO LUIS GONZAGA DO MARANHAO-MA,-4.37,-44.6758,18,33200000,RIO MEARIM,RHN,Ativo,147845,9040206,south_america,geoglows,317.2635286926277,443.6336195020697,527.3016154423408,633.0163501124305,711.4415793245859,789.2877289547131
200,200,BACABAL,33290000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BACABAL-MA,-4.2194,-44.7653,9,33200000,RIO MEARIM,RHN,Ativo,147845,9039198,south_america,geoglows,344.4757036624367,526.2680715316558,646.6304373369481,798.7086056063811,911.5288784086121,1023.5161040259653
201,201,GRAJAU II,33321000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GRAJAU-MA,-5.8222,-46.1422,148,33270000,RIO GRAJAU,RHN,Ativo,151006,9046478,south_america,geoglows,278.12941508784917,385.33501206655404,456.31444553324604,545.9971478812416,612.5288996749396,678.5693914569383
202,202,ARATOI GRANDE,33380000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BELA VISTA DO MARANHAO-MA,-3.7722,-45.2181,37,33270000,RIO GRAJAU,RHN,Ativo,146678,9037339,south_america,geoglows,494.3154703374789,704.4236926445848,843.53361793155,1019.2993773048931,1149.6924583594976,1279.1227373715067
203,203,MIRADOR,33420000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,MIRADOR-MA,-6.3708,-44.3603,174,33400000,RIO ITAPECURU,RHN,Ativo,151839,9048985,south_america,geoglows,42.48077724096375,58.872127491070756,69.72462761508778,83.4367902912034,93.60925588197206,103.70660958359902
204,204,COLINAS,33480000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COLINAS-MA,-6.0208,-44.2486,122,33400000,RIO ITAPECURU,RHN,Ativo,151012,9047403,south_america,geoglows,100.7130215446619,132.27336823210484,153.1690638955697,179.5708307597729,199.15716964046683,218.5988860693499
205,205,MONTEVIDEU,33530000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,GOVERNADOR EUGENIO BARROS-MA,-5.3372,-43.8844,93,33400000,RIO ITAPECURU,RHN,Ativo,149823,9044622,south_america,geoglows,162.32282837405376,254.07260129898458,314.81893438645227,391.57208727787474,448.51196067443067,505.0313989837264
206,206,CAXIAS,33550000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CAXIAS-MA,-4.865,-43.3675,49,33400000,RIO ITAPECURU,RHN,Ativo,148667,9042103,south_america,geoglows,247.04725933710853,358.93899538783336,433.02106067461744,526.6239465522169,596.0639144316133,664.9911484882389
207,207,CODO,33590000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CODO-MA,-4.4583,-43.875,35,33400000,RIO ITAPECURU,RHN,Ativo,147902,9040329,south_america,geoglows,553.8901221515266,796.4308492476227,957.0139147502578,1159.9110437102909,1310.4317246242347,1459.8409844576688
208,208,COROATA,33630000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COROATA-MA,-4.1258,-44.1297,34,33400000,RIO ITAPECURU,RHN,Ativo,147430,9039253,south_america,geoglows,831.5429611359147,1250.123082318772,1527.2595443999462,1877.4221989140278,2137.1928593380894,2395.0454139819994
209,209,PIRITORO II,33661000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PIRAPEMAS-MA,-3.7064,-44.2872,62,33480000,RIO PIRITORO,RHN,Ativo,146445,9037153,south_america,geoglows,275.6421496055436,379.3688549833577,448.04495950191364,534.8173996179327,599.1901526370274,663.0875873524744
210,210,CANTANHEDE,33680000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CANTANHEDE-MA,-3.6278,-44.3792,15,33400000,RIO ITAPECURU,RHN,Ativo,146241,9036658,south_america,geoglows,1264.5250371606498,1840.5218263871948,2221.881819989533,2703.731182871831,3061.194566265888,3416.018496148292
211,211,MUNIM,33730000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,VARGEM GRANDE-MA,-3.5775,-43.7028,7,33490000,RIO MUNIM,RHN,Ativo,146130,9036410,south_america,geoglows,198.20805874166783,292.04885137623955,354.1796214571179,432.68201415978604,490.9195735749664,548.7271159930241
212,212,SAO BENEDITO,33760000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO BENEDITO DO RIO PRETO-MA,-3.3347,-43.525,30,33494000,RIO PRETO,RHN,Ativo,145715,9035450,south_america,geoglows,87.55378359156445,138.23402353478974,171.7887522103896,214.18524084387116,245.6373780435502,276.8572775992154
213,213,IGUARA,33770000,3,33,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,VARGEM GRANDE-MA,-3.5525,-43.8722,132,33495000,RIO IGUARA,RHN,Ativo,146507,9036739,south_america,geoglows,140.22929131752645,207.6600264427381,252.3050404374907,308.7141339714983,350.5616219670021,392.10011467998277
214,214,FAZENDA UNIAO,34010000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO PARNAIBA-MA,-9.29,-45.9019,283,34001000,RIO PARNAIBA,RHN,Ativo,157232,9061797,south_america,geoglows,776.5174066376735,1592.1567130117878,2132.180904949267,2814.5029030386527,3320.6883393796847,3823.136181915131
215,215,ALTO PARNAIBA,34020000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,ALTO PARNAIBA-MA,-9.1131,-45.9261,266,34001000,RIO PARNAIBA,RHN,Ativo,157005,9061292,south_america,geoglows,368.1584045698049,499.2209632725826,585.9957812633459,695.635993830258,776.9733667921593,857.7101573597059
216,216,FAZENDA PARACATI II,34040500,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TASSO FRAGOSO-MA,-8.2708,-45.6683,0,34001000,RIO PARNAIBA,RHN,Ativo,155469,9057885,south_america,geoglows,528.3408111325501,668.6714632324085,761.5825654954549,878.9759895073712,966.0651376272231,1052.5112331478151
217,217,RIBEIRO GONCALVES,34060000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,RIBEIRO GONCALVES-PI,-7.5667,-45.2544,197,34001000,RIO PARNAIBA,RHN,Ativo,153949,9054407,south_america,geoglows,626.9281580302709,838.9501765448089,979.3272014459969,1156.6939445409266,1288.2747267776049,1418.8839371725944
218,218,SITIO DO VELHO,34070000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,URUCUI-PI,-7.3808,-44.8267,210,34001000,RIO PARNAIBA,RHN,Ativo,153604,9053584,south_america,geoglows,619.3683173340562,792.9658458278291,907.9025149100742,1053.1253009866934,1160.8598596594218,1267.798923262095
219,219,FORMOSA DO URUCUI PRETO,34080000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BAIXA GRANDE DO RIBEIRO-PI,-8.6722,-44.8853,271,34250000,RIO URUCUI PRETO,RHN,Ativo,156021,9059175,south_america,geoglows,468.25656853577857,814.0700189965397,1043.0286134227474,1332.3184044377278,1546.9300973099555,1759.9571311297934
220,220,FAZENDA BANDEIRA,34090000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,URUCUI-PI,-7.3908,-44.6142,160,34250000,RIO URUCUI PRETO,RHN,Ativo,153725,9053919,south_america,geoglows,71.67062599784556,89.75423281259391,101.7271540305058,116.8549717289363,128.07765108561816,139.2174639395637
221,221,BALSAS,34130000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BALSAS-MA,-7.5344,-46.0358,263,34251000,RIO DAS BALSAS,RHN,Ativo,154185,9054952,south_america,geoglows,276.61353234636226,365.34873296973865,424.0991568869863,498.33047325078314,553.3995042493342,608.0619141672244
222,222,SAO FELIX DE BALSAS,34170000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO FELIX DE BALSAS-MA,-7.0819,-44.8139,177,34251000,RIO DAS BALSAS,RHN,Ativo,153080,9052199,south_america,geoglows,708.8198999785062,928.3790117700833,1073.7462482447966,1257.4181368916702,1393.6764362849717,1528.9286257841334
223,223,UHE BOA ESPERANCA BARRAMENTO,34218080,3,34,00080 - CHESF - CHESF,00080 - CHESF - CHESF,GUADALUPE-PI,-6.7497,-43.5667,90,34001000,RIO PARNAIBA,Setor Eletrico,Ativo,152496,9051038,south_america,geoglows,1151.9356400196716,1663.753031401596,2002.6206791971244,2430.7808505074936,2748.4145245579657,3063.702841418475
224,224,REDENCAO DO GURGUEIA,34233000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,REDENCAO DO GURGUEIA-PI,-9.5397,-44.6014,270,34300000,RIO GURGUEIA,RHN,Ativo,157674,9062844,south_america,geoglows,953.8519193925044,1784.4491053305853,2334.3767150674576,3029.2117077998255,3544.6799983812716,4056.3421520185575
225,225,CRISTINO CASTRO II,34251000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CRISTINO CASTRO-PI,-8.7925,-44.2058,220,34300000,RIO GURGUEIA,RHN,Ativo,156411,9059935,south_america,geoglows,84.78028588840223,145.19872835292222,185.20099444657964,235.74396369986738,273.2396255971631,310.4584254127349
226,226,BARRA DO LANCE,34270000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,JERUMENHA-PI,-7.2475,-43.6433,150,34300000,RIO GURGUEIA,RHN,Ativo,153594,9053597,south_america,geoglows,211.34731027140967,383.3498794553585,497.2305466925111,641.1190716384496,747.863799183766,853.820340416698
227,227,BARAO DE GRAJAU,34311000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BARAO DE GRAJAU-MA,-6.7614,-43.0278,134,34001000,RIO PARNAIBA,RHN,Ativo,152376,9050760,south_america,geoglows,1273.2278301825256,1680.716073795532,1950.5087477893521,2291.3925065870567,2544.279552104799,2795.2993193743314
228,228,PONTE DA ITAUEIRA,34340000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,FLORIANO-PI,-6.8139,-42.9667,198,34440000,RIO ITAUEIRA,RHN,Ativo,152491,9051028,south_america,geoglows,70.64302502039321,119.79710209554338,152.34137815666458,193.46115723309447,223.96615835035703,254.24591532776554
229,229,SANTA CRUZ DO PIAUI II,34471000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SANTA CRUZ DO PIAUI-PI,-7.1894,-41.7703,166,34530000,RIO ITAIM,RHN,Ativo,153200,9052697,south_america,geoglows,106.05664058627676,276.9527893648616,390.1009100208471,533.0638604195377,639.1219438915622,744.3969111232562
230,230,FAZENDA TALHADA II,34479000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,OEIRAS-PI,-6.9861,-42.0883,142,34500000,RIO CANINDE,RHN,Ativo,152903,9051980,south_america,geoglows,1249.8712392695695,2169.533417003931,2778.42980111059,3547.771996582374,4118.513986436023,4685.041707026445
231,231,SAO JOAO DO PIAUI,34564000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,SAO JOAO DO PIAUI-PI,-8.355,-42.2453,213,34550000,RIO PIAUI,RHN,Ativo,155513,9058016,south_america,geoglows,41.00600529781567,146.0836400178031,215.65417730911844,303.55673560461423,368.76787484809745,433.4975052756544
232,232,FRANCISCO AYRES,34600000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,FRANCISCO AYRES-PI,-6.6222,-42.6969,95,34500000,RIO CANINDE,RHN,Ativo,152153,9050223,south_america,geoglows,357.1699801572844,596.9455672134237,755.6978694068334,956.2818240724009,1105.0864601528856,1252.7923461585415
233,233,FAZENDA VENEZA,34660000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PALMEIRAIS-PI,-5.5719,-43.0242,104,34001000,RIO PARNAIBA,RHN,Ativo,150066,9045281,south_america,geoglows,1695.069747872487,2346.22212735529,2777.341661210957,3322.0623351133204,3726.1672485930817,4127.288314824398
234,234,TERESINA - CHESF,34690000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TERESINA-PI,-5.135,-42.8111,49,34001000,RIO PARNAIBA,RHN,Ativo,149260,9043282,south_america,geoglows,2110.5188320200805,3078.02719779071,3718.6019216115697,4527.969783289897,5128.405098831905,5724.406894254788
235,235,CROATA,34730000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CROATA-CE,-4.4156,-40.9108,580,34746000,RIO MACABIRA,RHN,Ativo,147964,9040200,south_america,geoglows,26.9356608618545,107.53591298436793,160.90029314881906,228.32632895283228,278.3468140753557,327.99795578749223
236,236,BEBEDOURO,34742000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,BURITI DOS MONTES-PI,-5.0586,-41.1567,0,34700000,RIO POTI,RHN,Ativo,149012,9042917,south_america,geoglows,726.2210059551734,1470.9890118079957,1964.0902360850441,2587.124940145098,3049.327674943824,3508.1175773011496
237,237,FAZENDA BOA ESPERANCA,34750000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,CASTELO DO PIAUI-PI,-5.2231,-41.7375,180,34700000,RIO POTI,RHN,Ativo,149603,9043939,south_america,geoglows,377.9264550894769,756.7614350860986,1007.5831553631383,1324.4970638486684,1559.6019051090773,1792.970769126225
238,238,PRATA DO PIAUI,34770000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,PRATA DO PIAUI-PI,-5.6664,-42.2136,80,34700000,RIO POTI,RHN,Ativo,150273,9045723,south_america,geoglows,1178.1269826636938,1984.225532031288,2517.9329126617918,3192.273602919271,3692.5380491723713,4189.108621281272
239,239,FAZENDA CANTINHO II,34789000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,TERESINA-PI,-5.2025,-42.6967,60,34700000,RIO POTI,RHN,Ativo,149388,9043782,south_america,geoglows,1290.0801265719579,2105.0887361577816,2644.695351942675,3326.4897414562943,3832.283767615786,4334.343090081032
240,240,COELHO NETO,34820000,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,COELHO NETO-MA,-4.2881,-42.9856,42,34001000,RIO PARNAIBA,RHN,Ativo,147683,9039827,south_america,geoglows,2476.0509447299437,3650.8188013475774,4428.617342352512,5411.367860816206,6140.428335776525,6864.105542630976
241,241,LUZILANDIA,34879500,3,34,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agencia Nacional de Aguas,LUZILANDIA-PI,-3.4539,-42.37,22,34001000,RIO PARNAIBA,RHN,Ativo,146430,9036004,south_america,geoglows,2200.2321372279685,3126.8449590024916,3740.3432742592313,4515.500021938626,5090.555578780557,5661.365015657724
